agent_id,algo,score,timer,reason,steps,space,step_index,x,y
1,hc,999,299,normal,29,0,0,2,0
1,hc,998,298,normal,29,0,1,3,0
1,hc,997,297,normal,29,0,2,4,0
1,hc,996,296,normal,29,0,3,5,0
1,hc,995,295,normal,29,0,4,6,0
1,hc,994,294,normal,29,0,5,7,0
1,hc,993,293,normal,29,0,6,8,0
1,hc,992,292,normal,29,0,7,9,0
1,hc,991,291,normal,29,0,8,10,0
1,hc,990,290,normal,29,0,9,11,0
1,hc,989,289,normal,29,0,10,12,0
1,hc,988,288,normal,29,0,11,13,0
1,hc,987,287,normal,29,0,12,14,0
1,hc,986,286,normal,29,0,13,15,0
1,hc,985,285,normal,29,0,14,16,0
1,hc,984,284,normal,29,0,15,17,0
1,hc,983,283,normal,29,0,16,18,0
1,hc,982,282,normal,29,0,17,19,0
1,hc,981,281,normal,29,0,18,19,1
1,hc,980,280,normal,29,0,19,19,2
1,hc,979,279,normal,29,0,20,19,3
1,hc,978,278,normal,29,0,21,20,3
1,hc,977,277,normal,29,0,22,21,3
1,hc,976,276,normal,29,0,23,22,3
1,hc,975,275,normal,29,0,24,23,3
1,hc,974,274,normal,29,0,25,24,3
1,hc,823,273,angry,29,0,26,25,3
1,hc,822,272,normal,29,0,27,25,4
1,hc,821,271,goal,29,0,28,25,5
2,shc,999,299,normal,23,0,0,2,0
2,shc,998,298,normal,23,0,1,3,0
2,shc,997,297,normal,23,0,2,4,0
2,shc,996,296,normal,23,0,3,5,0
2,shc,995,295,normal,23,0,4,5,1
2,shc,994,294,normal,23,0,5,6,1
2,shc,993,293,normal,23,0,6,6,2
2,shc,992,292,normal,23,0,7,6,3
2,shc,991,291,normal,23,0,8,7,3
2,shc,990,290,normal,23,0,9,8,3
2,shc,989,289,normal,23,0,10,9,3
2,shc,988,288,normal,23,0,11,9,4
2,shc,987,287,normal,23,0,12,10,4
2,shc,986,286,normal,23,0,13,10,5
2,shc,985,285,normal,23,0,14,11,5
2,shc,984,284,normal,23,0,15,12,5
2,shc,983,283,normal,23,0,16,13,5
2,shc,982,282,normal,23,0,17,14,5
