agent_id,algo,score,timer,reason,steps,space,step_index,x,y
1,hc,1000,300,normal,25,0,0,7,4
1,hc,1000,300,normal,25,0,1,8,4
1,hc,1000,300,normal,25,0,2,9,4
1,hc,1000,300,normal,25,0,3,10,4
1,hc,1000,300,normal,25,0,4,11,4
1,hc,1000,300,normal,25,0,5,12,4
1,hc,1000,300,normal,25,0,6,13,4
1,hc,1000,300,normal,25,0,7,14,4
1,hc,1000,300,normal,25,0,8,15,4
1,hc,1000,300,normal,25,0,9,16,4
1,hc,1000,300,normal,25,0,10,17,4
1,hc,1000,300,normal,25,0,11,18,4
1,hc,1000,300,normal,25,0,12,19,4
1,hc,1000,300,normal,25,0,13,19,3
1,hc,1000,300,normal,25,0,14,20,3
1,hc,1000,300,normal,25,0,15,21,3
1,hc,1000,300,normal,25,0,16,22,3
1,hc,1000,300,normal,25,0,17,23,3
1,hc,1000,300,normal,25,0,18,24,3
1,hc,1000,300,normal,25,0,19,25,3
1,hc,1000,300,normal,25,0,20,26,3
1,hc,1000,300,normal,25,0,21,27,3
1,hc,1000,300,normal,25,0,22,28,3
1,hc,1000,300,normal,25,0,23,29,3
1,hc,1000,300,normal,25,0,24,30,3
2,shc,1000,300,normal,25,0,0,7,4
2,shc,1000,300,normal,25,0,1,8,4
2,shc,1000,300,normal,25,0,2,9,4
2,shc,1000,300,normal,25,0,3,10,4
2,shc,1000,300,normal,25,0,4,11,4
2,shc,1000,300,normal,25,0,5,12,4
2,shc,1000,300,normal,25,0,6,13,4
2,shc,1000,300,normal,25,0,7,14,4
2,shc,1000,300,normal,25,0,8,15,4
2,shc,1000,300,normal,25,0,9,15,3
2,shc,1000,300,normal,25,0,10,16,3
2,shc,1000,300,normal,25,0,11,17,3
2,shc,1000,300,normal,25,0,12,18,3
2,shc,1000,300,normal,25,0,13,19,3
2,shc,1000,300,normal,25,0,14,20,3
2,shc,1000,300,normal,25,0,15,21,3
2,shc,1000,300,normal,25,0,16,22,3
2,shc,1000,300,normal,25,0,17,23,3
2,shc,1000,300,normal,25,0,18,24,3
2,shc,1000,300,normal,25,0,19,25,3
2,shc,1000,300,normal,25,0,20,26,3
2,shc,1000,300,normal,25,0,21,27,3
2,shc,1000,300,normal,25,0,22,28,3
2,shc,1000,300,normal,25,0,23,29,3
2,shc,1000,300,normal,25,0,24,30,3
3,sa,1000,300,normal,225,0,0,7,4
3,sa,1000,300,normal,225,0,1,7,5
3,sa,1000,300,normal,225,0,2,6,5
3,sa,1000,300,normal,225,0,3,6,4
3,sa,1000,300,normal,225,0,4,6,3
3,sa,1000,300,normal,225,0,5,5,3
3,sa,1000,300,normal,225,0,6,5,4
3,sa,1000,300,normal,225,0,7,4,4
3,sa,1000,300,normal,225,0,8,3,4
3,sa,1000,300,normal,225,0,9,2,4
3,sa,1000,300,normal,225,0,10,2,3
3,sa,1000,300,normal,225,0,11,1,3
3,sa,1000,300,normal,225,0,12,0,3
3,sa,1000,300,normal,225,0,13,0,2
3,sa,1000,300,normal,225,0,14,0,1
3,sa,1000,300,normal,225,0,15,0,0
3,sa,1000,300,normal,225,0,16,1,0
3,sa,1000,300,normal,225,0,17,2,0
3,sa,1000,300,normal,225,0,18,2,1
3,sa,1000,300,normal,225,0,19,3,1
3,sa,1000,300,normal,225,0,20,3,2
3,sa,1000,300,normal,225,0,21,4,2
3,sa,1000,300,normal,225,0,22,4,3
3,sa,1000,300,normal,225,0,23,4,4
3,sa,1000,300,normal,225,0,24,4,5
3,sa,1000,300,normal,225,0,25,5,5
3,sa,1000,300,normal,225,0,26,5,4
3,sa,1000,300,normal,225,0,27,5,3
3,sa,1000,300,normal,225,0,28,5,2
3,sa,1000,300,normal,225,0,29,6,2
3,sa,1000,300,normal,225,0,30,6,3
3,sa,1000,300,normal,225,0,31,6,4
3,sa,1000,300,normal,225,0,32,7,4
3,sa,1000,300,normal,225,0,33,8,4
3,sa,1000,300,normal,225,0,34,8,3
3,sa,1000,300,normal,225,0,35,8,2
3,sa,1000,300,normal,225,0,36,7,2
3,sa,1000,300,normal,225,0,37,7,1
3,sa,1000,300,normal,225,0,38,7,0
3,sa,1000,300,normal,225,0,39,6,0
3,sa,1000,300,normal,225,0,40,5,0
3,sa,1000,300,normal,225,0,41,4,0
3,sa,1000,300,normal,225,0,42,4,1
3,sa,1000,300,normal,225,0,43,4,2
3,sa,1000,300,normal,225,0,44,4,3
3,sa,1000,300,normal,225,0,45,5,3
3,sa,1000,300,normal,225,0,46,5,4
3,sa,1000,300,normal,225,0,47,5,5
3,sa,1000,300,normal,225,0,48,6,5
3,sa,1000,300,normal,225,0,49,6,4
3,sa,1000,300,normal,225,0,50,6,3
3,sa,1000,300,normal,225,0,51,6,2
3,sa,1000,300,normal,225,0,52,5,2
3,sa,1000,300,normal,225,0,53,4,2
3,sa,1000,300,normal,225,0,54,3,2
3,sa,1000,300,normal,225,0,55,3,1
3,sa,1000,300,normal,225,0,56,3,0
3,sa,1000,300,normal,225,0,57,4,0
3,sa,1000,300,normal,225,0,58,4,1
3,sa,1000,300,normal,225,0,59,4,0
3,sa,1000,300,normal,225,0,60,5,0
3,sa,1000,300,normal,225,0,61,6,0
3,sa,1000,300,normal,225,0,62,7,0
3,sa,1000,300,normal,225,0,63,8,0
3,sa,1000,300,normal,225,0,64,8,1
3,sa,1000,300,normal,225,0,65,8,2
3,sa,1000,300,normal,225,0,66,8,3
3,sa,1000,300,normal,225,0,67,9,3
3,sa,1000,300,normal,225,0,68,10,3
3,sa,1000,300,normal,225,0,69,11,3
3,sa,1000,300,normal,225,0,70,11,2
3,sa,1000,300,normal,225,0,71,10,2
3,sa,1000,300,normal,225,0,72,10,1
3,sa,1000,300,normal,225,0,73,9,1
3,sa,1000,300,normal,225,0,74,9,0
3,sa,1000,300,normal,225,0,75,10,0
3,sa,1000,300,normal,225,0,76,10,1
3,sa,1000,300,normal,225,0,77,11,1
3,sa,1000,300,normal,225,0,78,12,1
3,sa,1000,300,normal,225,0,79,13,1
3,sa,1000,300,normal,225,0,80,13,2
3,sa,1000,300,normal,225,0,81,12,2
3,sa,1000,300,normal,225,0,82,12,3
3,sa,1000,300,normal,225,0,83,13,3
3,sa,1000,300,normal,225,0,84,14,3
3,sa,1000,300,normal,225,0,85,15,3
3,sa,1000,300,normal,225,0,86,16,3
3,sa,1000,300,normal,225,0,87,16,4
3,sa,1000,300,normal,225,0,88,17,4
3,sa,1000,300,normal,225,0,89,17,3
3,sa,1000,300,normal,225,0,90,18,3
3,sa,1000,300,normal,225,0,91,18,4
3,sa,1000,300,normal,225,0,92,19,4
3,sa,1000,300,normal,225,0,93,19,5
3,sa,1000,300,normal,225,0,94,19,6
3,sa,1000,300,normal,225,0,95,18,6
3,sa,1000,300,normal,225,0,96,18,5
3,sa,1000,300,normal,225,0,97,17,5
3,sa,1000,300,normal,225,0,98,16,5
3,sa,1000,300,normal,225,0,99,15,5
3,sa,1000,300,normal,225,0,100,15,6
3,sa,1000,300,normal,225,0,101,14,6
3,sa,1000,300,normal,225,0,102,14,5
