agent_id,algo,score,timer,reason,steps,space,step_index,x,y
1,hc,1000,300,normal,16,15,0,19,6
1,hc,1000,300,normal,16,15,1,19,5
1,hc,1000,300,normal,16,15,2,19,4
1,hc,1000,300,normal,16,15,3,19,3
1,hc,1000,300,normal,16,15,4,20,3
1,hc,1000,300,normal,16,15,5,21,3
1,hc,1000,300,normal,16,15,6,22,3
1,hc,1000,300,normal,16,15,7,23,3
1,hc,1000,300,normal,16,15,8,24,3
1,hc,1000,300,normal,16,15,9,25,3
1,hc,1000,300,normal,16,15,10,26,3
1,hc,1000,300,normal,16,15,11,27,3
1,hc,1000,300,normal,16,15,12,28,3
1,hc,1000,300,normal,16,15,13,28,2
1,hc,1000,300,normal,16,15,14,29,2
1,hc,1000,300,normal,16,15,15,30,2
2,shc,1000,300,normal,254,51,0,19,6
2,shc,1000,300,normal,254,51,1,19,5
2,shc,1000,300,normal,254,51,2,19,4
2,shc,1000,300,normal,254,51,3,19,3
2,shc,1000,300,normal,254,51,4,20,3
2,shc,1000,300,normal,254,51,5,21,3
2,shc,1000,300,normal,254,51,6,22,3
2,shc,1000,300,normal,254,51,7,23,3
2,shc,1000,300,normal,254,51,8,24,3
2,shc,1000,300,normal,254,51,9,25,3
2,shc,1000,300,normal,254,51,10,25,2
2,shc,1000,300,normal,254,51,11,26,2
2,shc,1000,300,normal,254,51,12,27,2
2,shc,1000,300,normal,254,51,13,28,2
2,shc,1000,300,normal,254,51,14,29,2
2,shc,1000,300,normal,254,51,15,30,2
3,sa,1000,300,normal,27,0,0,19,6
3,sa,1000,300,normal,27,0,1,19,5
3,sa,1000,300,normal,27,0,2,19,4
3,sa,1000,300,normal,27,0,3,19,3
3,sa,1000,300,normal,27,0,4,20,3
3,sa,1000,300,normal,27,0,5,21,3
3,sa,1000,300,normal,27,0,6,22,3
3,sa,1000,300,normal,27,0,7,23,3
3,sa,1000,300,normal,27,0,8,24,3
3,sa,1000,300,normal,27,0,9,25,3
3,sa,1000,300,normal,27,0,10,25,2
3,sa,1000,300,normal,27,0,11,24,2
3,sa,1000,300,normal,27,0,12,23,2
3,sa,1000,300,normal,27,0,13,23,3
3,sa,1000,300,normal,27,0,14,23,4
3,sa,1000,300,normal,27,0,15,24,4
3,sa,1000,300,normal,27,0,16,24,5
3,sa,1000,300,normal,27,0,17,23,5
3,sa,1000,300,normal,27,0,18,23,4
3,sa,1000,300,normal,27,0,19,24,4
3,sa,1000,300,normal,27,0,20,24,3
3,sa,1000,300,normal,27,0,21,24,2
3,sa,1000,300,normal,27,0,22,25,2
3,sa,1000,300,normal,27,0,23,26,2
3,sa,1000,300,normal,27,0,24,27,2
3,sa,1000,300,normal,27,0,25,28,2
3,sa,1000,300,normal,27,0,26,29,2
3,sa,1000,300,normal,27,0,27,30,2
