agent_id,algo,score,timer,reason,steps,space,step_index,x,y
1,hc,999,299,normal,28,17,0,4,6
1,hc,998,298,normal,28,17,1,5,6
1,hc,997,297,normal,28,17,2,6,6
1,hc,996,296,normal,28,17,3,7,6
1,hc,995,295,normal,28,17,4,8,6
1,hc,994,294,normal,28,17,5,9,6
1,hc,993,293,normal,28,17,6,10,6
1,hc,992,292,normal,28,17,7,11,6
1,hc,991,291,normal,28,17,8,12,6
1,hc,990,290,normal,28,17,9,13,6
1,hc,989,289,normal,28,17,10,14,6
1,hc,988,288,normal,28,17,11,15,6
1,hc,987,287,normal,28,17,12,16,6
1,hc,986,286,normal,28,17,13,17,6
1,hc,985,285,normal,28,17,14,18,6
1,hc,984,284,normal,28,17,15,19,6
1,hc,983,283,normal,28,17,16,19,5
1,hc,982,282,normal,28,17,17,19,4
1,hc,981,281,normal,28,17,18,19,3
1,hc,980,280,normal,28,17,19,20,3
1,hc,979,279,normal,28,17,20,21,3
1,hc,978,278,normal,28,17,21,22,3
1,hc,977,277,normal,28,17,22,23,3
1,hc,976,276,normal,28,17,23,24,3
1,hc,0,275,chair,28,17,24,24,2
2,shc,999,299,normal,258,42,0,4,6
2,shc,998,298,normal,258,42,1,5,6
2,shc,997,297,normal,258,42,2,6,6
2,shc,996,296,normal,258,42,3,6,5
2,shc,995,295,normal,258,42,4,7,5
2,shc,994,294,normal,258,42,5,7,4
2,shc,993,293,normal,258,42,6,7,3
2,shc,992,292,normal,258,42,7,7,2
2,shc,991,291,normal,258,42,8,8,2
2,shc,990,290,normal,258,42,9,9,2
2,shc,989,289,normal,258,42,10,10,2
2,shc,988,288,normal,258,42,11,11,2
2,shc,987,287,normal,258,42,12,12,2
2,shc,986,286,normal,258,42,13,13,2
2,shc,985,285,normal,258,42,14,14,2
2,shc,984,284,normal,258,42,15,15,2
2,shc,983,283,normal,258,42,16,16,2
2,shc,982,282,normal,258,42,17,17,2
2,shc,981,281,normal,258,42,18,18,2
2,shc,980,280,normal,258,42,19,19,2
