agent_id,algo,score,timer,reason,steps,space,step_index,x,y
1,hc,999,299,normal,15,0,0,19,6
1,hc,998,298,normal,15,0,1,19,5
1,hc,997,297,normal,15,0,2,19,4
1,hc,996,296,normal,15,0,3,19,3
1,hc,995,295,normal,15,0,4,20,3
1,hc,994,294,normal,15,0,5,21,3
1,hc,993,293,normal,15,0,6,22,3
1,hc,992,292,normal,15,0,7,23,3
1,hc,991,291,normal,15,0,8,24,3
1,hc,990,290,normal,15,0,9,25,3
1,hc,989,289,normal,15,0,10,26,3
1,hc,988,288,normal,15,0,11,27,3
1,hc,987,287,normal,15,0,12,28,3
1,hc,986,286,normal,15,0,13,28,2
1,hc,985,285,normal,15,0,14,29,2
1,hc,984,284,goal,15,0,15,30,2
2,shc,999,299,normal,15,0,0,19,6
2,shc,998,298,normal,15,0,1,19,5
2,shc,997,297,normal,15,0,2,19,4
2,shc,996,296,normal,15,0,3,19,3
2,shc,995,295,normal,15,0,4,20,3
2,shc,994,294,normal,15,0,5,21,3
2,shc,993,293,normal,15,0,6,22,3
2,shc,992,292,normal,15,0,7,23,3
2,shc,991,291,normal,15,0,8,24,3
2,shc,990,290,normal,15,0,9,25,3
2,shc,989,289,normal,15,0,10,25,2
2,shc,988,288,normal,15,0,11,26,2
2,shc,987,287,normal,15,0,12,27,2
2,shc,986,286,normal,15,0,13,28,2
2,shc,985,285,normal,15,0,14,29,2
2,shc,984,284,goal,15,0,15,30,2
3,sa,999,299,normal,376,0,0,19,6
3,sa,998,298,normal,376,0,1,19,5
3,sa,997,297,normal,376,0,2,19,4
3,sa,996,296,normal,376,0,3,19,5
3,sa,995,295,normal,376,0,4,18,5
3,sa,994,294,normal,376,0,5,17,5
3,sa,993,293,normal,376,0,6,17,6
3,sa,992,292,normal,376,0,7,17,5
3,sa,991,291,normal,376,0,8,18,5
3,sa,990,290,normal,376,0,9,18,6
3,sa,989,289,normal,376,0,10,19,6
3,sa,988,288,normal,376,0,11,19,5
3,sa,987,287,normal,376,0,12,19,6
3,sa,986,286,normal,376,0,13,19,5
3,sa,985,285,normal,376,0,14,19,6
3,sa,984,284,normal,376,0,15,18,6
3,sa,983,283,normal,376,0,16,18,5
3,sa,982,282,normal,376,0,17,18,6
3,sa,981,281,normal,376,0,18,19,6
